"cow","variable","slope"
"6130","feed_intake",4.8180524940161
"6131","feed_intake",4.51145739501259
"6134","feed_intake",5.30370146200724
"7010","feed_intake",5.21495685231466
"7018","feed_intake",5.17690865014562
"7019","feed_intake",7.04142157916811
"7022","feed_intake",6.19233727112614
"7023","feed_intake",4.00099055082774
"7024","feed_intake",5.66198291144983
"7025","feed_intake",6.98933288324201
"7027","feed_intake",8.64901222159576
"7029","feed_intake",7.46015891267485
"7030","feed_intake",6.11095405031463
"7033","feed_intake",6.98490882403761
"7039","feed_intake",7.13548799506546
"7043","feed_intake",3.96229588023591
"7045","feed_intake",7.67736369962077
"7048","feed_intake",7.57583498884119
"7051","feed_intake",7.17234480921531
"7060","feed_intake",5.67784110016431
"7064","feed_intake",7.93791082033944
"7065","feed_intake",5.51720400212019
"7068","feed_intake",6.9936562910936
"7078","feed_intake",6.5756264652351
"7109","feed_intake",8.67397068666199
"7110","feed_intake",6.20300690325557
"7114","feed_intake",4.4392687095685
"7115","feed_intake",6.73068113572477
"7116","feed_intake",6.40306402539632
"7119","feed_intake",6.09906631888347
"7128","feed_intake",6.03868172247914
"7136","feed_intake",6.52831707959076
"7138","feed_intake",6.20291765864866
"7139","feed_intake",4.68629276769435
"7143","feed_intake",5.42883081027701
"7146","feed_intake",3.90273311821545
"7150","feed_intake",5.73527202150664
"7153","feed_intake",7.29312543860244
"7159","feed_intake",5.02241733083433
"7163","feed_intake",6.76267380793977
"7169","feed_intake",4.67311857704531
"8015","feed_intake",4.714680562984
"8083","feed_intake",5.90095071741267
"8145","feed_intake",5.65531193540317
"8146","feed_intake",5.79190287904367
"8154","feed_intake",5.32253773971763
"9010","feed_intake",8.51558260381362
"9012","feed_intake",5.99112291344247
"2007","feed_duration",1812.2747529336
"2051","feed_duration",1389.28874334691
"2063","feed_duration",1643.75134724971
"3067","feed_duration",1592.58105752885
"3117","feed_duration",2065.41913746113
"3131","feed_duration",1381.1708475188
"3150","feed_duration",1525.87360442431
"4001","feed_duration",1603.11234212295
"4008","feed_duration",1524.32527490922
"4026","feed_duration",1982.2168458354
"4044","feed_duration",1296.38895693177
"4057","feed_duration",1286.36012974286
"4072","feed_duration",1777.22466587076
"4080","feed_duration",1420.19678640763
"5005","feed_duration",1611.8030949552
"5041","feed_duration",2010.67088749922
"5042","feed_duration",1104.42314597879
"5061","feed_duration",1620.81696331061
"5064","feed_duration",1566.17128868778
"5096","feed_duration",1388.97070264968
"5100","feed_duration",1720.56748279635
"5118","feed_duration",1612.81347555118
"5120","feed_duration",1744.19664007256
"5123","feed_duration",1788.86599872875
"5124","feed_duration",1887.1686997372
"5133","feed_duration",1717.07218685122
"5135","feed_duration",1553.54477908116
"5137","feed_duration",1251.98129184445
"5139","feed_duration",1686.737075999
"5140","feed_duration",1371.41542996384
"5145","feed_duration",1342.29890412103
"6004","feed_duration",1948.76359722677
"6005","feed_duration",1292.45040113704
"6011","feed_duration",1460.11936336143
"6022","feed_duration",1268.17139239655
"6025","feed_duration",1334.78259474117
"6027","feed_duration",2094.79139565557
"6028","feed_duration",2004.33406058622
"6029","feed_duration",1760.98916645249
"6033","feed_duration",2134.54826558632
"6041","feed_duration",1526.72400639272
"6043","feed_duration",1416.16197627028
"6050","feed_duration",1488.36679936476
"6055","feed_duration",1363.69705628622
"6062","feed_duration",1540.62231535763
"6067","feed_duration",1964.70250646403
"6068","feed_duration",1946.52916137451
"6069","feed_duration",1667.44009458657
"6079","feed_duration",1526.60271479478
"6084","feed_duration",1574.823962428
"6086","feed_duration",1719.1646161974
"6087","feed_duration",2044.83183750102
"6090","feed_duration",1629.96987412974
"6092","feed_duration",1834.95742913999
"6093","feed_duration",1572.65754353218
"6096","feed_duration",1603.64311581732
"6125","feed_duration",1881.20203772686
"6126","feed_duration",1822.6308369291
"6129","feed_duration",1608.96440428701
"6130","feed_duration",1462.72290243779
"6131","feed_duration",1528.53953666109
"6134","feed_duration",1441.36056520237
"7010","feed_duration",1443.78781392953
"7018","feed_duration",1474.1729946282
"7019","feed_duration",1409.90308325959
"7022","feed_duration",1664.84455969248
"7023","feed_duration",1422.16414920269
"7024","feed_duration",1299.4210810784
"7025","feed_duration",1429.92411019077
"7027","feed_duration",1522.07498687538
"7029","feed_duration",1775.67783160538
"7030","feed_duration",1293.52033751636
"7033","feed_duration",1127.1368478889
"7039","feed_duration",1814.43148018742
"7043","feed_duration",1773.29403896665
"7045","feed_duration",1637.93393642526
"7048","feed_duration",1560.31069436
"7051","feed_duration",1716.65250751923
"7060","feed_duration",1721.52928625427
"7064","feed_duration",1480.54112613346
"7065","feed_duration",1666.54232973107
"7068","feed_duration",1715.45049675406
"7078","feed_duration",1520.60894281924
"7109","feed_duration",1682.39187478854
"7110","feed_duration",1172.28202195679
"7114","feed_duration",1638.8987910465
"7115","feed_duration",1811.61750605244
"7116","feed_duration",1515.92824174182
"7119","feed_duration",1680.97044779146
"7128","feed_duration",1378.74492559422
"7136","feed_duration",1272.05641811098
"7138","feed_duration",1425.03235434465
"7139","feed_duration",1525.65818717353
"7143","feed_duration",1588.81649352169
"7146","feed_duration",1452.67516087726
"7150","feed_duration",1409.74920389291
"7153","feed_duration",2292.04926671164
"7159","feed_duration",1588.83198030438
"7163","feed_duration",1419.04142441975
"7169","feed_duration",1812.85180740639
"8015","feed_duration",1541.29125089033
"8083","feed_duration",1696.76150306079
"8145","feed_duration",1535.88812662228
"8146","feed_duration",1651.01083713597
"8154","feed_duration",1694.40190595686
"9010","feed_duration",1916.59259333408
"9012","feed_duration",1692.27372028601
"2007","feed_visits",0.190546239435174
"2051","feed_visits",0.200771561217607
"2063","feed_visits",0.212992008516713
"3067","feed_visits",0.214798436360639
"3117","feed_visits",0.158779263278987
"3131","feed_visits",0.187916348759407
"3150","feed_visits",0.176385962595173
"4001","feed_visits",0.224383890461478
"4008","feed_visits",0.164368308988892
"4026","feed_visits",0.221003693804205
"4044","feed_visits",0.171908343811866
"4057","feed_visits",0.183767190214181
"4072","feed_visits",0.202135553750346
"4080","feed_visits",0.171744881604915
"5005","feed_visits",0.269063715520173
"5041","feed_visits",0.261828536553696
"5042","feed_visits",0.187953370665993
"5061","feed_visits",0.21230487916683
"5064","feed_visits",0.153876379265168
"5096","feed_visits",0.180670863716409
"5100","feed_visits",0.151113331603573
"5118","feed_visits",0.168504155692175
"5120","feed_visits",0.205473172090798
"5123","feed_visits",0.189104651146891
"5124","feed_visits",0.205570246855109
"5133","feed_visits",0.157430868979726
"5135","feed_visits",0.197483566751082
"5137","feed_visits",0.192264986351613
"5139","feed_visits",0.226986738077594
"5140","feed_visits",0.152332981960778
"5145","feed_visits",0.193311547379794
"6004","feed_visits",0.267829025402629
"6005","feed_visits",0.183784511707602
"6011","feed_visits",0.197335933658843
"6022","feed_visits",0.165810653433913
"6025","feed_visits",0.175175223247805
"6027","feed_visits",0.192952439166859
"6028","feed_visits",0.240289335087193
"6029","feed_visits",0.250560819746802
"6033","feed_visits",0.183623971010952
"6041","feed_visits",0.18466975709776
"6043","feed_visits",0.166023853229794
"6050","feed_visits",0.197358530425554
"6055","feed_visits",0.172033748046436
"6062","feed_visits",0.183992587274028
"6067","feed_visits",0.214260637319932
"6068","feed_visits",0.207723078173977
"6069","feed_visits",0.19154581786494
"6079","feed_visits",0.184908032172569
"6084","feed_visits",0.218536452982071
"6086","feed_visits",0.192267168404442
"6087","feed_visits",0.25466600450878
"6090","feed_visits",0.20864970769536
"6092","feed_visits",0.203662363962793
"6093","feed_visits",0.156914813391428
"6096","feed_visits",0.181944156838739
"6125","feed_visits",0.214958996699861
"6126","feed_visits",0.19218157510328
"6129","feed_visits",0.189000559108565
"6130","feed_visits",0.179449832805968
"6131","feed_visits",0.197139832634414
"6134","feed_visits",0.199448320144357
"7010","feed_visits",0.197795896588801
"7018","feed_visits",0.177541766793939
"7019","feed_visits",0.177257846510975
"7022","feed_visits",0.21164532814424
"7023","feed_visits",0.147329364162167
"7024","feed_visits",0.17827814239742
"7025","feed_visits",0.162388550330053
"7027","feed_visits",0.164750510239098
"7029","feed_visits",0.237366939005306
"7030","feed_visits",0.145719340784577
"7033","feed_visits",0.146795276464068
"7039","feed_visits",0.24811668897414
"7043","feed_visits",0.18430605690476
"7045","feed_visits",0.270174714270723
"7048","feed_visits",0.169880112574551
"7051","feed_visits",0.242172156267694
"7060","feed_visits",0.196701779746733
"7064","feed_visits",0.20913024834358
"7065","feed_visits",0.174738634855722
"7068","feed_visits",0.186761613895061
"7078","feed_visits",0.188322912983128
"7109","feed_visits",0.222581179294978
"7110","feed_visits",0.186989586156514
"7114","feed_visits",0.158187203522678
"7115","feed_visits",0.202159801125077
"7116","feed_visits",0.183438961771013
"7119","feed_visits",0.175052984439565
"7128","feed_visits",0.180607037697444
"7136","feed_visits",0.151762557866004
"7138","feed_visits",0.150038436388045
"7139","feed_visits",0.16990390154258
"7143","feed_visits",0.191390724427921
"7146","feed_visits",0.185095112457701
"7150","feed_visits",0.174972026772755
"7153","feed_visits",0.231125151689065
"7159","feed_visits",0.156018150195799
"7163","feed_visits",0.172870881803428
"7169","feed_visits",0.181330281415245
"8015","feed_visits",0.198116328934804
"8083","feed_visits",0.19145292656582
"8145","feed_visits",0.203985115555036
"8146","feed_visits",0.167812925584379
"8154","feed_visits",0.165650187357017
"9010","feed_visits",0.195166984392094
"9012","feed_visits",0.17625596150621
"2007","water_intake",13.3273145156965
"2051","water_intake",13.6033312880283
"2063","water_intake",11.0736946581293
"3067","water_intake",19.6292884951111
"3117","water_intake",14.8158063396997
"3131","water_intake",11.6236189343743
"3150","water_intake",11.9970204673014
"4001","water_intake",13.1953141977272
"4008","water_intake",11.6635334853556
"4026","water_intake",11.9313015005346
"4044","water_intake",13.8701992064284
"4057","water_intake",10.990798130529
"4072","water_intake",10.4117838068837
"4080","water_intake",10.1799698227312
"5005","water_intake",11.1102829547719
"5041","water_intake",11.0911192792739
"5042","water_intake",11.984662405003
"5061","water_intake",10.5463697835436
"5064","water_intake",13.4074778270588
"5096","water_intake",9.55331322831949
"5100","water_intake",10.7414585517319
"5118","water_intake",11.7039379138102
"5120","water_intake",11.1062003959905
"5123","water_intake",12.6454304354138
"5124","water_intake",10.699184701127
"5133","water_intake",12.3062486387027
"5135","water_intake",17.2803863212942
"5137","water_intake",10.5144855214037
"5139","water_intake",16.0557099125434
"5140","water_intake",11.2303904534943
"5145","water_intake",12.5263466215438
"6004","water_intake",12.2471449846043
"6005","water_intake",9.43307494239195
"6011","water_intake",22.4033114605787
"6022","water_intake",10.7182915373764
"6025","water_intake",10.6940372803431
"6027","water_intake",13.0591948307331
"6028","water_intake",11.9843490613565
"6029","water_intake",12.0454442729387
"6033","water_intake",10.3091216893075
"6041","water_intake",11.9900140621235
"6043","water_intake",10.6297151995427
"6050","water_intake",12.2830716507435
"6055","water_intake",9.02946908260476
"6062","water_intake",12.2029952497072
"6067","water_intake",13.0136147321462
"6068","water_intake",12.9806048365642
"6069","water_intake",12.1611144121233
"6079","water_intake",11.5236902588157
"6084","water_intake",11.8582539027494
"6086","water_intake",12.3257744720985
"6087","water_intake",12.8008089083923
"6090","water_intake",11.1852458615164
"6092","water_intake",11.5364347099095
"6093","water_intake",12.6166367137841
"6096","water_intake",13.6229577013258
"6125","water_intake",14.0133600146486
"6126","water_intake",12.6050922745061
"6129","water_intake",14.1308591198364
"6130","water_intake",9.09091631099318
"6131","water_intake",11.510523626012
"6134","water_intake",11.5815557304576
"7010","water_intake",14.4537173360615
"7018","water_intake",8.70380015270781
"7019","water_intake",11.2121108783138
"7022","water_intake",12.556523961557
"7023","water_intake",10.6013966017084
"7024","water_intake",9.67985929017233
"7025","water_intake",11.4270893691503
"7027","water_intake",11.7943713497698
"7029","water_intake",12.8121959068699
"7030","water_intake",13.5901662196308
"7033","water_intake",10.3532285816971
"7039","water_intake",12.5854364916886
"7043","water_intake",10.8092876318787
"7045","water_intake",12.1657753226352
"7048","water_intake",11.2927034447753
"7051","water_intake",12.5507994518857
"7060","water_intake",10.6397636511857
"7064","water_intake",11.7756305933985
"7065","water_intake",11.5276547942873
"7068","water_intake",11.4535386525696
"7078","water_intake",11.762699660503
"7109","water_intake",11.6062055745107
"7110","water_intake",10.8706455781904
"7114","water_intake",13.043204355602
"7115","water_intake",12.2789992019206
"7116","water_intake",11.0299517209794
"7119","water_intake",10.5687134907691
"7128","water_intake",13.1435873471638
"7136","water_intake",14.1818486147584
"7138","water_intake",13.342608980695
"7139","water_intake",11.5929062454659
"7143","water_intake",9.91204101512448
"7146","water_intake",10.0542143342501
"7150","water_intake",10.2768733330221
"7153","water_intake",13.3290493551096
"7159","water_intake",10.1964954109479
"7163","water_intake",12.329479589895
"7169","water_intake",16.488997507791
"8015","water_intake",10.3398730658566
"8083","water_intake",11.1885177096979
"8145","water_intake",11.4449998359411
"8146","water_intake",12.4355880816844
"8154","water_intake",10.2983637988767
"9010","water_intake",14.1498975288625
"9012","water_intake",11.3735480198029
"2007","water_duration",0.199125992276409
"2051","water_duration",0.203317075155001
"2063","water_duration",0.211300388710398
"3067","water_duration",0.249959570193332
"3117","water_duration",0.192095293235219
"3131","water_duration",0.198322549098501
"3150","water_duration",0.20845549053491
"4001","water_duration",0.196855213357176
"4008","water_duration",0.193520305411932
"4026","water_duration",0.241908383563427
"4044","water_duration",0.233161416735834
"4057","water_duration",0.170015308194591
"4072","water_duration",0.197830774219404
"4080","water_duration",0.214036616397506
"5005","water_duration",0.252578237932796
"5041","water_duration",0.192367300663757
"5042","water_duration",0.275857126767171
"5061","water_duration",0.200798425714325
"5064","water_duration",0.201572295593109
"5096","water_duration",0.200722534006812
"5100","water_duration",0.221639871913663
"5118","water_duration",0.220184214816293
"5120","water_duration",0.196283062016285
"5123","water_duration",0.20987085432343
"5124","water_duration",0.181286667339186
"5133","water_duration",0.214346687896929
"5135","water_duration",0.210154063776966
"5137","water_duration",0.177243617558044
"5139","water_duration",0.263730971199433
"5140","water_duration",0.195431791435476
"5145","water_duration",0.225156095535313
"6004","water_duration",0.205855753083728
"6005","water_duration",0.187548578127205
"6011","water_duration",0.251583137235569
"6022","water_duration",0.179609539101637
"6025","water_duration",0.199016451794129
"6027","water_duration",0.196459692351985
"6028","water_duration",0.149912495486956
"6029","water_duration",0.247414965626191
"6033","water_duration",0.324866940137737
"6041","water_duration",0.182100370044676
"6043","water_duration",0.226160245578908
"6050","water_duration",0.184982105877171
"6055","water_duration",0.218269931507555
"6062","water_duration",0.168815713093388
"6067","water_duration",0.227258226511644
"6068","water_duration",0.165229330343772
"6069","water_duration",0.292720916977539
"6079","water_duration",0.174160618298432
"6084","water_duration",0.177492277482356
"6086","water_duration",0.175081571103254
"6087","water_duration",0.272785751069142
"6090","water_duration",0.230244549326014
"6092","water_duration",0.179622800901957
"6093","water_duration",0.219085784721668
"6096","water_duration",0.255473337015692
"6125","water_duration",0.248834943624349
"6126","water_duration",0.193166292006319
"6129","water_duration",0.240765126801896
"6130","water_duration",0.219545966069879
"6131","water_duration",0.181657209385302
"6134","water_duration",0.224240024288237
"7010","water_duration",0.229842134453112
"7018","water_duration",0.242919990990228
"7019","water_duration",0.18660551387249
"7022","water_duration",0.197332675262982
"7023","water_duration",0.273811441930369
"7024","water_duration",0.194652430488902
"7025","water_duration",0.169646472857764
"7027","water_duration",0.16589837722434
"7029","water_duration",0.207319071011644
"7030","water_duration",0.17231602656595
"7033","water_duration",0.313896455857935
"7039","water_duration",0.22000713135304
"7043","water_duration",0.264477353603521
"7045","water_duration",0.201764824405109
"7048","water_duration",0.238826396060218
"7051","water_duration",0.189642667933538
"7060","water_duration",0.184883378925339
"7064","water_duration",0.264648788714283
"7065","water_duration",0.190719178420679
"7068","water_duration",0.219585106037143
"7078","water_duration",0.258631882397628
"7109","water_duration",0.219054549139764
"7110","water_duration",0.159936934337978
"7114","water_duration",0.204939254856504
"7115","water_duration",0.183854881969615
"7116","water_duration",0.22443259423274
"7119","water_duration",0.255207512388272
"7128","water_duration",0.203437575087791
"7136","water_duration",0.183369348982858
"7138","water_duration",0.193503171325896
"7139","water_duration",0.214385806053722
"7143","water_duration",0.246316806611515
"7146","water_duration",0.264787456186035
"7150","water_duration",0.166473364132571
"7153","water_duration",0.280831415809656
"7159","water_duration",0.204754184296876
"7163","water_duration",0.194702827481177
"7169","water_duration",0.38599088791232
"8015","water_duration",0.24055552198913
"8083","water_duration",0.177995895177922
"8145","water_duration",0.181498791266341
"8146","water_duration",0.218931526474496
"8154","water_duration",0.161593515706213
"9010","water_duration",0.257055986852205
"9012","water_duration",0.211919462104962
"2007","water_visits",0.209607264009503
"2051","water_visits",0.266845869735118
"2063","water_visits",0.254398947215434
"3067","water_visits",0.246398308597282
"3117","water_visits",0.232259064565037
"3131","water_visits",0.226215413883573
"3150","water_visits",0.224643463110929
"4001","water_visits",0.285982089710059
"4008","water_visits",0.230445677906694
"4026","water_visits",0.259227987907007
"4044","water_visits",0.243543443419056
"4057","water_visits",0.207407487423583
"4072","water_visits",0.254010957259666
"4080","water_visits",0.245041809982517
"5005","water_visits",0.321708169349703
"5041","water_visits",0.288568451151441
"5042","water_visits",0.341388999763629
"5061","water_visits",0.200099956704004
"5064","water_visits",0.235585830519483
"5096","water_visits",0.241357391116501
"5100","water_visits",0.233361525924406
"5118","water_visits",0.279287324651757
"5120","water_visits",0.261614375192428
"5123","water_visits",0.229514074307228
"5124","water_visits",0.237028016244478
"5133","water_visits",0.248379534491442
"5135","water_visits",0.229227883740846
"5137","water_visits",0.197305737068169
"5139","water_visits",0.248179780882369
"5140","water_visits",0.218707538889933
"5145","water_visits",0.246395558082288
"6004","water_visits",0.204380329691769
"6005","water_visits",0.214743318126171
"6011","water_visits",0.300337853032392
"6022","water_visits",0.28580835687116
"6025","water_visits",0.300279382413823
"6027","water_visits",0.231806153846002
"6028","water_visits",0.228200612003336
"6029","water_visits",0.205792142678896
"6033","water_visits",0.218144336875025
"6041","water_visits",0.213181706018316
"6043","water_visits",0.241866623703072
"6050","water_visits",0.23592871635661
"6055","water_visits",0.239508102906677
"6062","water_visits",0.230766173687793
"6067","water_visits",0.224933536113316
"6068","water_visits",0.258136773975058
"6069","water_visits",0.357160749881548
"6079","water_visits",0.226351211623717
"6084","water_visits",0.197328098298337
"6086","water_visits",0.248121959423197
"6087","water_visits",0.307768272591376
"6090","water_visits",0.265037048164749
"6092","water_visits",0.228052860618195
"6093","water_visits",0.237556754840914
"6096","water_visits",0.2528842446818
"6125","water_visits",0.274223468179483
"6126","water_visits",0.196482082947587
"6129","water_visits",0.223701155852946
"6130","water_visits",0.261580394817087
"6131","water_visits",0.218477465171465
"6134","water_visits",0.203958111306833
"7010","water_visits",0.275479177509159
"7018","water_visits",0.252783731816658
"7019","water_visits",0.207444238503965
"7022","water_visits",0.221253738432072
"7023","water_visits",0.259677616879313
"7024","water_visits",0.254051695918568
"7025","water_visits",0.218603499784193
"7027","water_visits",0.24533923864934
"7029","water_visits",0.226651163181988
"7030","water_visits",0.195310927655685
"7033","water_visits",0.31523077176299
"7039","water_visits",0.230950520529686
"7043","water_visits",0.231165721579603
"7045","water_visits",0.225449412962306
"7048","water_visits",0.251226727697158
"7051","water_visits",0.184856199665077
"7060","water_visits",0.236933560442657
"7064","water_visits",0.24835306865495
"7065","water_visits",0.203892913062866
"7068","water_visits",0.253205715599937
"7078","water_visits",0.205093587112502
"7109","water_visits",0.232621893489251
"7110","water_visits",0.262317743513594
"7114","water_visits",0.2351260807898
"7115","water_visits",0.237905308591081
"7116","water_visits",0.227057205870085
"7119","water_visits",0.258632090733947
"7128","water_visits",0.21450695895064
"7136","water_visits",0.2185123106615
"7138","water_visits",0.235886384952844
"7139","water_visits",0.273318762490825
"7143","water_visits",0.240172269844024
"7146","water_visits",0.267056212991443
"7150","water_visits",0.209121670253447
"7153","water_visits",0.303496384844341
"7159","water_visits",0.270703718703056
"7163","water_visits",0.274215282476683
"7169","water_visits",0.431146822917728
"8015","water_visits",0.27634731047299
"8083","water_visits",0.257005890888162
"8145","water_visits",0.257557069219054
"8146","water_visits",0.250762421971885
"8154","water_visits",0.185229999335429
"9010","water_visits",0.268619485984658
"9012","water_visits",0.240247771619815
"2007","total_meals",0.210668722396205
"2051","total_meals",0.195785687273293
"2063","total_meals",0.212789640469852
"3067","total_meals",0.202188526543909
"3117","total_meals",0.214913223483118
"3131","total_meals",0.186813295727117
"3150","total_meals",0.164556649894532
"4001","total_meals",0.189942124578445
"4008","total_meals",0.211732393471762
"4026","total_meals",0.199617859886947
"4044","total_meals",0.200672646276714
"4057","total_meals",0.212374087240522
"4072","total_meals",0.192285367978922
"4080","total_meals",0.177059000792745
"5005","total_meals",0.224048536130645
"5041","total_meals",0.184405327842346
"5042","total_meals",0.184658741501072
"5061","total_meals",0.228805475128694
"5064","total_meals",0.182664225989676
"5096","total_meals",0.188948981367387
"5100","total_meals",0.165565806257374
"5118","total_meals",0.195374666362546
"5120","total_meals",0.211501492161225
"5123","total_meals",0.239392864176708
"5124","total_meals",0.233464974483213
"5133","total_meals",0.210767196973382
"5135","total_meals",0.183629891882786
"5137","total_meals",0.174825658913407
"5139","total_meals",0.187877744131728
"5140","total_meals",0.164892893079455
"5145","total_meals",0.172428901902889
"6004","total_meals",0.179216223984846
"6005","total_meals",0.190631053626965
"6011","total_meals",0.164934117115815
"6022","total_meals",0.157220997195774
"6025","total_meals",0.159076413188151
"6027","total_meals",0.209481843913736
"6028","total_meals",0.195230251924288
"6029","total_meals",0.197089903278912
"6033","total_meals",0.204031533140531
"6041","total_meals",0.171405860984233
"6043","total_meals",0.201241547187957
"6050","total_meals",0.191237781791894
"6055","total_meals",0.192133744882907
"6062","total_meals",0.165173672115243
"6067","total_meals",0.167668239249323
"6068","total_meals",0.19972958940285
"6069","total_meals",0.211904770072565
"6079","total_meals",0.2000208182355
"6084","total_meals",0.17229257438797
"6086","total_meals",0.178470048546672
"6087","total_meals",0.265815565836368
"6090","total_meals",0.195337283292162
"6092","total_meals",0.219400160413488
"6093","total_meals",0.173737627601228
"6096","total_meals",0.188375602333993
"6125","total_meals",0.214828166530904
"6126","total_meals",0.171053450753937
"6129","total_meals",0.190726652038443
"6130","total_meals",0.198858478207091
"6131","total_meals",0.172957776928385
"6134","total_meals",0.149434183427745
"7010","total_meals",0.187052615139961
"7018","total_meals",0.186905471329054
"7019","total_meals",0.17602056430963
"7022","total_meals",0.196194151479717
"7023","total_meals",0.177632743393003
"7024","total_meals",0.172052021146995
"7025","total_meals",0.154919983201594
"7027","total_meals",0.182543209535622
"7029","total_meals",0.159412022077411
"7030","total_meals",0.193806812061301
"7033","total_meals",0.187765655774541
"7039","total_meals",0.188381683697878
"7043","total_meals",0.21387499899386
"7045","total_meals",0.20986086936001
"7048","total_meals",0.177358463160277
"7051","total_meals",0.174066117914946
"7060","total_meals",0.190280403734038
"7064","total_meals",0.204453741923382
"7065","total_meals",0.179895792291534
"7068","total_meals",0.191328716848364
"7078","total_meals",0.156575515886671
"7109","total_meals",0.176167256339009
"7110","total_meals",0.195763071136598
"7114","total_meals",0.167543994066186
"7115","total_meals",0.177870620697219
"7116","total_meals",0.18422269562691
"7119","total_meals",0.183717013666693
"7128","total_meals",0.175314897530841
"7136","total_meals",0.192688371270625
"7138","total_meals",0.185230858042989
"7139","total_meals",0.167461657557311
"7143","total_meals",0.183368434356937
"7146","total_meals",0.224743578250684
"7150","total_meals",0.16821327655528
"7153","total_meals",0.216409564378711
"7159","total_meals",0.166755263778821
"7163","total_meals",0.166945456383626
"7169","total_meals",0.202326966024348
"8015","total_meals",0.162250775366637
"8083","total_meals",0.18553242515778
"8145","total_meals",0.193805991648929
"8146","total_meals",0.186680025933006
"8154","total_meals",0.183287248821922
"9010","total_meals",0.161539772827365
"9012","total_meals",0.172353698195733
"2007","median_meal_duration",0.265643777245807
"2051","median_meal_duration",0.248234351649719
"2063","median_meal_duration",0.300483307287679
"3067","median_meal_duration",0.260440437978779
"3117","median_meal_duration",0.33528849858294
"3131","median_meal_duration",0.271159398840563
"3150","median_meal_duration",0.216142984166388
"4001","median_meal_duration",0.293172373155595
"4008","median_meal_duration",0.311580312063441
"4026","median_meal_duration",0.281827145836756
"4044","median_meal_duration",0.258573094835256
"4057","median_meal_duration",0.265058957305036
"4072","median_meal_duration",0.30094381068818
"4080","median_meal_duration",0.260675154356179
"5005","median_meal_duration",0.285660170071893
"5041","median_meal_duration",0.272204673546828
"5042","median_meal_duration",0.269194018551283
"5061","median_meal_duration",0.277672780098888
"5064","median_meal_duration",0.275353221877841
"5096","median_meal_duration",0.28028434125133
"5100","median_meal_duration",0.28970124922233
"5118","median_meal_duration",0.278767464870582
"5120","median_meal_duration",0.280100694892359
"5123","median_meal_duration",0.318248784577736
"5124","median_meal_duration",0.283339881499415
"5133","median_meal_duration",0.28618425178848
"5135","median_meal_duration",0.268566904513937
"5137","median_meal_duration",0.259231602506751
"5139","median_meal_duration",0.26810757886122
"5140","median_meal_duration",0.233727004126845
"5145","median_meal_duration",0.246432479240717
"6004","median_meal_duration",0.255489477425047
"6005","median_meal_duration",0.219724865518804
"6011","median_meal_duration",0.264629786428678
"6022","median_meal_duration",0.264359253067394
"6025","median_meal_duration",0.253402906738951
"6027","median_meal_duration",0.247901567525719
"6028","median_meal_duration",0.274562674300902
"6029","median_meal_duration",0.276715996819282
"6033","median_meal_duration",0.273192163206489
"6041","median_meal_duration",0.277119083212001
"6043","median_meal_duration",0.256099740935632
"6050","median_meal_duration",0.264074315225544
"6055","median_meal_duration",0.274605074096788
"6062","median_meal_duration",0.250485975288231
"6067","median_meal_duration",0.255301443066084
